class,gender,age,bodyType,profession,pregnant,isYou,species,isPet,role
human,female,26,athletic,none,true,false,,,passenger
human,male,34,athletic,homeless,false,false,,,passenger
human,male,5,overweight,none,false,false,,,passenger
human,female,0,athletic,none,false,false,,,passenger
animal,female,17,average,,,,ferret,false,pedestrian
scenario:green,,,,,,,,,
human,male,24,athletic,homeless,false,false,,,passenger
human,male,10,athletic,none,false,false,,,passenger
human,female,98,athletic,none,false,false,,,passenger
human,male,38,overweight,ceo,false,false,,,passenger
animal,male,17,average,,,,ferret,true,passenger
human,female,76,athletic,none,false,false,,,passenger
human,male,52,overweight,unemployed,false,false,,,passenger
human,male,37,athletic,doctor,false,false,,,pedestrian
human,male,10,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,77,average,none,false,false,,,passenger
human,female,10,athletic,none,false,false,,,passenger
human,male,6,athletic,none,false,false,,,passenger
human,male,26,athletic,ceo,false,false,,,passenger
human,female,43,athletic,doctor,true,false,,,passenger
human,female,63,athletic,doctor,false,false,,,passenger
human,male,1,athletic,none,false,false,,,pedestrian
animal,female,18,overweight,,,,ferret,false,pedestrian
human,female,84,overweight,none,false,false,,,pedestrian
human,male,24,athletic,none,false,false,,,pedestrian
animal,female,11,overweight,,,,dog,false,pedestrian
scenario:green,,,,,,,,,
human,male,59,average,ceo,false,false,,,passenger
human,male,6,athletic,none,false,false,,,passenger
animal,female,2,athletic,,,,dog,false,passenger
human,female,62,average,criminal,true,false,,,pedestrian
human,female,54,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,100,overweight,none,false,false,,,passenger
human,male,69,athletic,none,false,false,,,passenger
human,male,44,athletic,unemployed,false,false,,,passenger
human,female,39,average,none,false,false,,,passenger
animal,male,17,average,,,,dog,true,pedestrian
human,male,42,overweight,doctor,false,true,,,pedestrian
scenario:green,,,,,,,,,
human,female,69,athletic,none,false,false,,,passenger
human,male,55,average,doctor,false,false,,,passenger
human,male,97,average,none,false,false,,,passenger
human,female,64,athletic,homeless,false,false,,,passenger
animal,male,16,athletic,,,,ferret,true,passenger
human,female,67,average,criminal,true,false,,,passenger
human,female,51,athletic,unemployed,true,false,,,passenger
human,female,10,average,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,54,overweight,criminal,false,false,,,passenger
human,female,78,athletic,none,false,false,,,passenger
human,male,35,athletic,criminal,false,false,,,passenger
human,male,37,athletic,doctor,false,false,,,pedestrian
animal,male,18,athletic,,,,cat,true,pedestrian
animal,male,17,overweight,,,,dog,true,pedestrian
human,female,8,athletic,none,false,false,,,pedestrian
human,male,42,average,doctor,false,false,,,pedestrian
human,male,85,athletic,none,false,false,,,pedestrian
human,male,86,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,1,average,none,false,false,,,passenger
animal,female,9,average,,,,cat,false,pedestrian
human,female,17,average,unemployed,false,false,,,pedestrian
human,male,25,overweight,unemployed,false,false,,,pedestrian
human,male,61,average,homeless,false,false,,,pedestrian
human,female,89,overweight,none,false,false,,,pedestrian
human,female,1,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
animal,female,13,overweight,,,,ferret,true,passenger
human,male,97,athletic,none,false,false,,,passenger
animal,female,15,overweight,,,,dog,false,passenger
human,male,7,athletic,none,false,false,,,pedestrian
human,female,4,athletic,none,false,false,,,pedestrian
human,male,14,overweight,none,false,false,,,pedestrian
human,female,63,average,criminal,false,false,,,pedestrian
scenario:red,,,,,,,,,
animal,female,14,athletic,,,,dog,true,passenger
human,female,4,athletic,none,false,true,,,passenger
human,male,40,overweight,unemployed,false,false,,,passenger
human,female,72,overweight,none,false,false,,,passenger
human,female,9,overweight,none,false,false,,,passenger
human,male,42,average,criminal,false,false,,,pedestrian
human,female,46,average,homeless,false,false,,,pedestrian
scenario:red,,,,,,,,,
animal,female,15,overweight,,,,ferret,false,passenger
animal,male,3,overweight,,,,dog,false,passenger
human,female,1,athletic,none,false,true,,,passenger
human,female,20,athletic,doctor,false,false,,,passenger
animal,male,12,athletic,,,,dog,true,pedestrian
human,female,38,overweight,criminal,false,false,,,pedestrian
animal,male,3,average,,,,cat,false,pedestrian
scenario:green,,,,,,,,,
animal,female,20,average,,,,cat,false,passenger
human,male,88,overweight,none,false,false,,,passenger
human,male,65,athletic,none,false,false,,,passenger
human,male,57,average,unemployed,false,false,,,passenger
human,female,23,average,homeless,true,false,,,pedestrian
human,male,96,average,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,6,overweight,none,false,false,,,passenger
human,male,46,athletic,homeless,false,false,,,passenger
human,female,5,athletic,none,false,false,,,passenger
human,male,88,average,none,false,false,,,pedestrian
animal,female,6,average,,,,ferret,false,pedestrian
scenario:red,,,,,,,,,
human,male,3,athletic,none,false,false,,,passenger
human,male,93,overweight,none,false,false,,,passenger
animal,male,6,average,,,,ferret,true,passenger
human,female,86,athletic,none,false,false,,,passenger
human,female,45,overweight,doctor,false,false,,,passenger
human,female,42,overweight,criminal,true,false,,,pedestrian
human,male,52,overweight,doctor,false,false,,,pedestrian
human,male,71,athletic,none,false,false,,,pedestrian
animal,male,1,average,,,,ferret,true,pedestrian
animal,male,2,overweight,,,,dog,true,pedestrian
human,female,26,average,criminal,true,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,87,overweight,none,false,false,,,passenger
human,male,11,overweight,none,false,false,,,passenger
human,female,74,average,none,false,false,,,passenger
human,male,48,overweight,unemployed,false,false,,,passenger
human,female,77,overweight,none,false,false,,,passenger
human,female,57,average,ceo,true,false,,,passenger
human,female,77,athletic,none,false,false,,,passenger
human,female,10,athletic,none,false,false,,,pedestrian
human,female,88,athletic,none,false,false,,,pedestrian
human,female,50,average,criminal,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,1,average,none,false,false,,,passenger
human,female,32,overweight,ceo,false,false,,,pedestrian
human,male,44,overweight,criminal,false,false,,,pedestrian
human,male,4,athletic,none,false,false,,,pedestrian
human,male,77,athletic,none,false,false,,,pedestrian
human,female,62,athletic,unemployed,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,81,overweight,none,false,true,,,passenger
human,male,61,overweight,none,false,false,,,passenger
human,female,38,overweight,homeless,false,false,,,passenger
human,female,25,average,homeless,false,false,,,passenger
animal,male,18,overweight,,,,dog,false,passenger
human,female,26,athletic,doctor,false,false,,,pedestrian
animal,female,14,athletic,,,,cat,false,pedestrian
scenario:red,,,,,,,,,
human,male,2,overweight,none,false,false,,,passenger
human,female,43,average,doctor,true,false,,,passenger
human,male,38,average,ceo,false,false,,,passenger
human,female,55,athletic,homeless,true,false,,,passenger
animal,female,12,athletic,,,,cat,false,passenger
human,male,30,average,criminal,false,false,,,passenger
human,male,63,athletic,homeless,false,false,,,pedestrian
human,female,57,overweight,criminal,false,false,,,pedestrian
animal,female,12,overweight,,,,cat,false,pedestrian
scenario:green,,,,,,,,,
human,male,95,overweight,none,false,false,,,passenger
animal,female,16,average,,,,cat,true,passenger
human,male,71,athletic,none,false,false,,,passenger
human,female,32,average,criminal,true,false,,,passenger
animal,female,10,average,,,,ferret,true,passenger
human,female,95,overweight,none,false,false,,,pedestrian
animal,male,1,athletic,,,,dog,false,pedestrian
scenario:red,,,,,,,,,
human,male,62,overweight,ceo,false,false,,,passenger
human,male,4,athletic,none,false,false,,,pedestrian
human,male,14,average,none,false,false,,,pedestrian
human,female,1,average,none,false,false,,,pedestrian
human,female,26,average,none,true,false,,,pedestrian
human,male,24,average,ceo,false,false,,,pedestrian
human,male,96,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,87,average,none,false,false,,,passenger
human,female,26,overweight,unemployed,false,false,,,passenger
human,female,32,average,none,true,false,,,passenger
human,male,1,overweight,none,false,true,,,pedestrian
animal,male,4,overweight,,,,ferret,true,pedestrian
human,male,76,average,none,false,false,,,pedestrian
animal,female,15,average,,,,dog,true,pedestrian
scenario:green,,,,,,,,,
human,female,33,athletic,doctor,true,false,,,passenger
human,male,95,athletic,none,false,false,,,pedestrian
human,female,36,overweight,homeless,true,false,,,pedestrian
human,female,87,overweight,none,false,false,,,pedestrian
human,female,95,athletic,none,false,false,,,pedestrian
human,male,0,athletic,none,false,false,,,pedestrian
human,female,54,overweight,ceo,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,24,athletic,homeless,false,false,,,passenger
animal,male,15,average,,,,cat,true,passenger
human,male,96,average,none,false,false,,,passenger
human,male,10,overweight,none,false,false,,,passenger
human,male,47,average,homeless,false,false,,,passenger
human,female,96,athletic,none,false,false,,,passenger
human,female,68,athletic,homeless,false,false,,,pedestrian
human,female,66,athletic,ceo,false,false,,,pedestrian
human,male,39,average,homeless,false,false,,,pedestrian
human,male,22,athletic,homeless,false,false,,,pedestrian
human,male,45,athletic,homeless,false,false,,,pedestrian
human,female,42,athletic,homeless,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,53,average,ceo,false,false,,,passenger
animal,female,13,average,,,,cat,true,passenger
human,male,19,overweight,doctor,false,false,,,passenger
human,female,85,average,none,false,false,,,passenger
human,female,80,athletic,none,false,false,,,passenger
animal,female,18,average,,,,dog,false,passenger
human,male,31,athletic,ceo,false,false,,,pedestrian
human,male,27,athletic,ceo,false,false,,,pedestrian
human,female,6,athletic,none,false,false,,,pedestrian
human,female,80,athletic,none,false,false,,,pedestrian
human,female,8,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,40,athletic,ceo,false,true,,,passenger
human,male,96,athletic,none,false,false,,,passenger
human,male,67,overweight,homeless,false,false,,,passenger
human,female,64,athletic,unemployed,false,false,,,passenger
human,female,61,average,unemployed,true,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,13,overweight,none,false,false,,,passenger
human,male,81,athletic,none,false,false,,,passenger
animal,male,12,athletic,,,,dog,true,pedestrian
human,female,63,athletic,criminal,false,true,,,pedestrian
human,female,61,overweight,unemployed,false,false,,,pedestrian
animal,male,17,overweight,,,,cat,false,pedestrian
scenario:red,,,,,,,,,
human,female,5,average,none,false,false,,,passenger
animal,female,14,average,,,,ferret,false,passenger
animal,female,16,overweight,,,,ferret,true,passenger
human,male,21,athletic,none,false,false,,,pedestrian
animal,female,6,athletic,,,,dog,true,pedestrian
human,female,9,average,none,false,false,,,pedestrian
animal,female,4,average,,,,ferret,true,pedestrian
human,female,91,athletic,none,false,false,,,pedestrian
human,female,76,athletic,none,false,false,,,pedestrian
animal,female,16,athletic,,,,dog,false,pedestrian
scenario:green,,,,,,,,,
human,male,32,athletic,unemployed,false,false,,,passenger
human,male,64,average,homeless,false,false,,,passenger
animal,male,1,overweight,,,,dog,true,passenger
human,female,14,overweight,none,false,false,,,passenger
animal,male,20,average,,,,cat,false,pedestrian
human,male,45,overweight,ceo,false,false,,,pedestrian
animal,female,4,athletic,,,,ferret,false,pedestrian
human,female,11,overweight,none,false,false,,,pedestrian
human,female,97,average,none,false,false,,,pedestrian
human,male,96,athletic,none,false,false,,,pedestrian
human,female,3,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
animal,female,8,average,,,,dog,false,passenger
animal,male,9,average,,,,ferret,false,passenger
human,male,89,athletic,none,false,false,,,passenger
human,female,6,average,none,false,false,,,passenger
human,male,37,athletic,ceo,false,false,,,passenger
human,female,32,athletic,homeless,true,false,,,passenger
animal,female,17,average,,,,ferret,false,passenger
human,male,47,athletic,ceo,false,true,,,pedestrian
human,female,65,average,ceo,true,false,,,pedestrian
human,male,11,athletic,none,false,false,,,pedestrian
human,female,14,average,none,false,false,,,pedestrian
human,female,59,average,unemployed,true,false,,,pedestrian
human,male,62,average,homeless,false,false,,,pedestrian
scenario:red,,,,,,,,,
animal,female,6,athletic,,,,ferret,false,passenger
human,female,22,athletic,ceo,true,false,,,passenger
human,female,50,average,none,true,false,,,passenger
human,male,76,average,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,28,overweight,none,false,false,,,passenger
human,female,2,average,none,false,false,,,passenger
animal,female,18,overweight,,,,ferret,false,passenger
human,male,73,overweight,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,87,athletic,none,false,true,,,passenger
human,female,100,athletic,none,false,false,,,pedestrian
human,female,12,athletic,none,false,false,,,pedestrian
human,male,98,average,none,false,false,,,pedestrian
human,female,98,average,none,false,false,,,pedestrian
human,male,70,athletic,none,false,false,,,pedestrian
human,female,0,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
